2019-07-25 15:28:52.000487: step 5, loss = 10.60 (25.3 examples/sec; 1.267 sec/batch)
2019-07-25 15:31:49.604062: step 145, loss = 6.90 (25.8 examples/sec; 1.242 sec/batch)
2019-07-25 15:31:55.793360: step 150, loss = 6.34 (25.8 examples/sec; 1.240 sec/batch)
2019-07-25 15:32:01.971352: step 155, loss = 7.00 (25.9 examples/sec; 1.236 sec/batch)
2019-07-25 15:32:08.128492: step 160, loss = 6.23 (25.9 examples/sec; 1.237 sec/batch)
2019-07-25 15:32:14.296499: step 165, loss = 7.03 (25.9 examples/sec; 1.236 sec/batch)
2019-07-25 15:32:20.484274: step 170, loss = 5.73 (25.8 examples/sec; 1.240 sec/batch)
2019-07-25 15:32:26.637130: step 175, loss = 6.27 (26.0 examples/sec; 1.232 sec/batch)
2019-07-25 15:32:32.792542: step 180, loss = 6.07 (26.2 examples/sec; 1.220 sec/batch)
2019-07-25 15:32:38.962468: step 185, loss = 5.84 (25.9 examples/sec; 1.235 sec/batch)
2019-07-25 15:32:45.137498: step 190, loss = 5.98 (25.9 examples/sec; 1.237 sec/batch)
2019-07-25 15:32:51.311304: step 195, loss = 6.48 (26.0 examples/sec; 1.229 sec/batch)
2019-07-25 15:32:57.470369: step 200, loss = 6.14 (25.9 examples/sec; 1.234 sec/batch)
2019-07-25 15:33:07.721429: step 205, loss = 6.45 (25.7 examples/sec; 1.246 sec/batch)
2019-07-25 15:33:13.941728: step 210, loss = 6.22 (25.6 examples/sec; 1.249 sec/batch)
2019-07-25 15:33:20.160728: step 215, loss = 5.94 (26.0 examples/sec; 1.232 sec/batch)
2019-07-25 15:33:26.335218: step 220, loss = 6.64 (26.3 examples/sec; 1.216 sec/batch)
2019-07-25 15:33:32.546165: step 225, loss = 6.08 (25.9 examples/sec; 1.236 sec/batch)
2019-07-25 15:33:38.726528: step 230, loss = 5.89 (25.8 examples/sec; 1.243 sec/batch)
2019-07-25 15:33:44.892494: step 235, loss = 5.93 (26.0 examples/sec; 1.231 sec/batch)
2019-07-25 15:33:51.087417: step 240, loss = 6.52 (26.0 examples/sec; 1.229 sec/batch)
2019-07-25 15:33:57.260027: step 245, loss = 5.83 (25.8 examples/sec; 1.239 sec/batch)
2019-07-25 15:34:03.399307: step 250, loss = 6.39 (26.0 examples/sec; 1.229 sec/batch)
2019-07-25 15:34:09.561537: step 255, loss = 5.86 (26.0 examples/sec; 1.231 sec/batch)
2019-07-25 15:34:15.740921: step 260, loss = 5.93 (26.0 examples/sec; 1.231 sec/batch)
2019-07-25 15:34:21.887678: step 265, loss = 6.04 (26.2 examples/sec; 1.223 sec/batch)
2019-07-25 15:34:28.065289: step 270, loss = 6.09 (25.7 examples/sec; 1.245 sec/batch)
2019-07-25 15:34:34.227917: step 275, loss = 5.71 (26.0 examples/sec; 1.230 sec/batch)
2019-07-25 15:34:40.372110: step 280, loss = 6.18 (26.4 examples/sec; 1.213 sec/batch)
2019-07-25 15:34:46.576214: step 285, loss = 5.88 (26.0 examples/sec; 1.232 sec/batch)
2019-07-25 15:34:52.726377: step 290, loss = 5.87 (25.9 examples/sec; 1.236 sec/batch)
2019-07-25 15:34:58.893244: step 295, loss = 5.69 (25.8 examples/sec; 1.239 sec/batch)
2019-07-25 15:35:05.031339: step 300, loss = 5.84 (25.9 examples/sec; 1.234 sec/batch)
2019-07-25 15:35:14.609134: step 305, loss = 5.98 (25.9 examples/sec; 1.235 sec/batch)
2019-07-25 15:35:20.796559: step 310, loss = 5.91 (25.7 examples/sec; 1.246 sec/batch)
2019-07-25 15:35:26.946405: step 315, loss = 5.98 (26.1 examples/sec; 1.224 sec/batch)
2019-07-25 15:35:33.109683: step 320, loss = 5.69 (25.9 examples/sec; 1.237 sec/batch)
2019-07-25 15:35:39.250652: step 325, loss = 5.72 (26.0 examples/sec; 1.231 sec/batch)
2019-07-25 15:35:45.371521: step 330, loss = 5.89 (26.1 examples/sec; 1.225 sec/batch)
2019-07-25 15:35:51.517571: step 335, loss = 5.90 (26.0 examples/sec; 1.230 sec/batch)
2019-07-25 15:35:57.690323: step 340, loss = 5.76 (25.8 examples/sec; 1.240 sec/batch)
2019-07-25 15:36:03.828236: step 345, loss = 5.82 (26.0 examples/sec; 1.233 sec/batch)
2019-07-25 15:36:10.002401: step 350, loss = 5.73 (25.9 examples/sec; 1.237 sec/batch)
2019-07-25 15:36:16.179111: step 355, loss = 5.69 (26.0 examples/sec; 1.233 sec/batch)
2019-07-25 15:36:22.311309: step 360, loss = 5.71 (26.0 examples/sec; 1.229 sec/batch)
2019-07-25 15:36:28.449436: step 365, loss = 5.56 (26.2 examples/sec; 1.219 sec/batch)
2019-07-25 15:36:34.614485: step 370, loss = 5.95 (25.7 examples/sec; 1.244 sec/batch)
2019-07-25 15:36:40.748879: step 375, loss = 5.81 (26.4 examples/sec; 1.214 sec/batch)
2019-07-25 15:36:46.899069: step 380, loss = 5.59 (25.9 examples/sec; 1.235 sec/batch)
2019-07-25 15:36:53.054687: step 385, loss = 5.66 (25.9 examples/sec; 1.235 sec/batch)
2019-07-25 15:36:59.176571: step 390, loss = 5.75 (26.4 examples/sec; 1.212 sec/batch)
2019-07-25 15:37:05.354297: step 395, loss = 5.69 (26.0 examples/sec; 1.230 sec/batch)
2019-07-25 15:37:11.491322: step 400, loss = 5.96 (25.9 examples/sec; 1.236 sec/batch)
2019-07-25 15:37:20.953867: step 405, loss = 5.74 (26.1 examples/sec; 1.224 sec/batch)
2019-07-25 15:37:27.111400: step 410, loss = 5.72 (26.0 examples/sec; 1.232 sec/batch)
2019-07-25 15:37:33.254950: step 415, loss = 5.87 (26.0 examples/sec; 1.229 sec/batch)
2019-07-25 15:37:39.388029: step 420, loss = 5.63 (26.2 examples/sec; 1.220 sec/batch)
2019-07-25 15:37:45.531053: step 425, loss = 5.69 (25.9 examples/sec; 1.233 sec/batch)
2019-07-25 15:37:51.638658: step 430, loss = 5.89 (26.1 examples/sec; 1.227 sec/batch)
2019-07-25 15:37:57.804972: step 435, loss = 5.54 (26.0 examples/sec; 1.232 sec/batch)
2019-07-25 15:38:03.933970: step 440, loss = 6.07 (25.9 examples/sec; 1.235 sec/batch)
2019-07-25 15:38:10.078542: step 445, loss = 5.62 (26.0 examples/sec; 1.231 sec/batch)
2019-07-25 15:38:16.214323: step 450, loss = 6.15 (26.1 examples/sec; 1.228 sec/batch)
2019-07-25 15:38:22.360196: step 455, loss = 5.86 (26.0 examples/sec; 1.231 sec/batch)
2019-07-25 15:38:28.528931: step 460, loss = 5.86 (25.9 examples/sec; 1.234 sec/batch)
2019-07-25 15:38:34.741152: step 465, loss = 5.76 (25.9 examples/sec; 1.236 sec/batch)
2019-07-25 15:38:40.900852: step 470, loss = 5.69 (25.7 examples/sec; 1.243 sec/batch)
2019-07-25 15:38:47.051338: step 475, loss = 5.85 (25.9 examples/sec; 1.236 sec/batch)
2019-07-25 15:38:53.188091: step 480, loss = 5.60 (26.0 examples/sec; 1.232 sec/batch)
2019-07-25 15:38:59.353576: step 485, loss = 5.64 (25.9 examples/sec; 1.237 sec/batch)
2019-07-25 15:39:05.487371: step 490, loss = 5.80 (25.9 examples/sec; 1.236 sec/batch)
2019-07-25 15:39:11.604204: step 495, loss = 5.60 (26.3 examples/sec; 1.217 sec/batch)
2019-07-25 15:39:17.761908: step 500, loss = 5.55 (26.0 examples/sec; 1.230 sec/batch)
2019-07-25 15:39:27.116644: step 505, loss = 5.61 (13.2 examples/sec; 2.416 sec/batch)
2019-07-25 15:39:33.232716: step 510, loss = 5.71 (26.1 examples/sec; 1.227 sec/batch)
2019-07-25 15:39:39.377406: step 515, loss = 5.68 (26.0 examples/sec; 1.233 sec/batch)
2019-07-25 15:39:45.515974: step 520, loss = 5.59 (26.1 examples/sec; 1.227 sec/batch)
2019-07-25 15:39:51.683638: step 525, loss = 5.71 (26.1 examples/sec; 1.225 sec/batch)
2019-07-25 15:39:57.834118: step 530, loss = 5.60 (26.0 examples/sec; 1.229 sec/batch)
2019-07-25 15:40:03.999441: step 535, loss = 5.79 (25.9 examples/sec; 1.235 sec/batch)
2019-07-25 15:40:10.177262: step 540, loss = 5.59 (25.7 examples/sec; 1.245 sec/batch)
2019-07-25 15:40:16.355754: step 545, loss = 5.68 (26.1 examples/sec; 1.226 sec/batch)
2019-07-25 15:40:22.532901: step 550, loss = 5.71 (25.9 examples/sec; 1.236 sec/batch)
2019-07-25 15:40:28.657257: step 555, loss = 5.53 (26.1 examples/sec; 1.224 sec/batch)
2019-07-25 15:40:34.805940: step 560, loss = 5.46 (25.9 examples/sec; 1.237 sec/batch)
2019-07-25 15:40:40.964805: step 565, loss = 5.70 (25.9 examples/sec; 1.234 sec/batch)
2019-07-25 15:40:47.129676: step 570, loss = 5.43 (25.9 examples/sec; 1.233 sec/batch)
2019-07-25 15:40:53.273890: step 575, loss = 5.86 (25.9 examples/sec; 1.234 sec/batch)
2019-07-25 15:40:59.415167: step 580, loss = 5.62 (26.0 examples/sec; 1.230 sec/batch)
2019-07-25 15:41:05.564236: step 585, loss = 5.73 (25.8 examples/sec; 1.240 sec/batch)
2019-07-25 15:41:11.694520: step 590, loss = 5.62 (26.1 examples/sec; 1.227 sec/batch)
2019-07-25 15:41:17.835904: step 595, loss = 5.58 (26.1 examples/sec; 1.228 sec/batch)
2019-07-25 15:41:23.977586: step 600, loss = 5.82 (26.1 examples/sec; 1.228 sec/batch)
2019-07-25 15:41:32.251179: step 605, loss = 5.46 (25.9 examples/sec; 1.235 sec/batch)
2019-07-25 15:41:39.604943: step 610, loss = 5.54 (26.1 examples/sec; 1.226 sec/batch)
2019-07-25 15:41:45.709699: step 615, loss = 5.84 (26.2 examples/sec; 1.221 sec/batch)
2019-07-25 15:41:51.856956: step 620, loss = 5.61 (25.8 examples/sec; 1.239 sec/batch)
2019-07-25 15:41:58.042334: step 625, loss = 5.76 (25.7 examples/sec; 1.244 sec/batch)
2019-07-25 15:42:04.197916: step 630, loss = 5.81 (26.0 examples/sec; 1.230 sec/batch)
2019-07-25 15:42:10.349451: step 635, loss = 5.80 (26.0 examples/sec; 1.232 sec/batch)
2019-07-25 15:42:16.482896: step 640, loss = 5.56 (26.3 examples/sec; 1.219 sec/batch)
2019-07-25 15:42:22.604915: step 645, loss = 5.47 (26.1 examples/sec; 1.225 sec/batch)
2019-07-25 15:42:28.728814: step 650, loss = 6.13 (26.1 examples/sec; 1.225 sec/batch)
2019-07-25 15:42:34.908812: step 655, loss = 5.67 (25.7 examples/sec; 1.244 sec/batch)
2019-07-25 15:42:41.042082: step 660, loss = 5.71 (25.8 examples/sec; 1.240 sec/batch)
2019-07-25 15:42:47.187540: step 665, loss = 5.64 (26.3 examples/sec; 1.219 sec/batch)
2019-07-25 15:42:53.326191: step 670, loss = 5.70 (25.9 examples/sec; 1.235 sec/batch)
2019-07-25 15:42:59.470260: step 675, loss = 5.81 (25.8 examples/sec; 1.240 sec/batch)
2019-07-25 15:43:05.618313: step 680, loss = 5.69 (25.9 examples/sec; 1.236 sec/batch)
2019-07-25 15:43:11.734176: step 685, loss = 5.56 (26.2 examples/sec; 1.223 sec/batch)
2019-07-25 15:43:17.890098: step 690, loss = 5.69 (26.0 examples/sec; 1.229 sec/batch)
2019-07-25 15:43:24.029454: step 695, loss = 5.82 (26.2 examples/sec; 1.220 sec/batch)
2019-07-25 15:43:30.206107: step 700, loss = 5.49 (26.0 examples/sec; 1.229 sec/batch)
2019-07-25 15:43:38.744574: step 705, loss = 5.69 (25.8 examples/sec; 1.239 sec/batch)
2019-07-25 15:43:46.131801: step 710, loss = 5.53 (26.3 examples/sec; 1.215 sec/batch)
2019-07-25 15:43:52.264282: step 715, loss = 5.57 (26.0 examples/sec; 1.230 sec/batch)
2019-07-25 15:43:58.412487: step 720, loss = 5.48 (26.0 examples/sec; 1.232 sec/batch)
2019-07-25 15:44:04.573583: step 725, loss = 5.47 (26.0 examples/sec; 1.229 sec/batch)
2019-07-25 15:44:10.703221: step 730, loss = 5.55 (26.3 examples/sec; 1.215 sec/batch)
2019-07-25 15:44:16.886375: step 735, loss = 5.69 (26.1 examples/sec; 1.226 sec/batch)
2019-07-25 15:44:23.021469: step 740, loss = 5.73 (26.1 examples/sec; 1.228 sec/batch)
2019-07-25 15:44:29.175183: step 745, loss = 5.43 (26.2 examples/sec; 1.221 sec/batch)
2019-07-25 15:44:35.328987: step 750, loss = 5.57 (26.3 examples/sec; 1.216 sec/batch)
2019-07-25 15:44:41.494560: step 755, loss = 5.39 (26.1 examples/sec; 1.227 sec/batch)
2019-07-25 15:44:47.637931: step 760, loss = 5.74 (26.0 examples/sec; 1.231 sec/batch)
2019-07-25 15:44:53.798845: step 765, loss = 5.58 (25.8 examples/sec; 1.239 sec/batch)
2019-07-25 15:44:59.954063: step 770, loss = 5.43 (26.2 examples/sec; 1.223 sec/batch)
2019-07-25 15:45:06.102280: step 775, loss = 5.43 (26.1 examples/sec; 1.225 sec/batch)
2019-07-25 15:45:12.231658: step 780, loss = 5.78 (26.0 examples/sec; 1.233 sec/batch)
2019-07-25 15:45:18.364320: step 785, loss = 5.41 (26.3 examples/sec; 1.217 sec/batch)
2019-07-25 15:45:24.515579: step 790, loss = 5.47 (26.1 examples/sec; 1.227 sec/batch)
2019-07-25 15:45:30.671393: step 795, loss = 5.41 (26.1 examples/sec; 1.224 sec/batch)
2019-07-25 15:45:36.814944: step 800, loss = 5.71 (25.9 examples/sec; 1.234 sec/batch)
2019-07-25 15:45:45.032112: step 805, loss = 5.59 (26.3 examples/sec; 1.217 sec/batch)
2019-07-25 15:45:52.348794: step 810, loss = 5.57 (26.2 examples/sec; 1.223 sec/batch)
2019-07-25 15:45:58.504085: step 815, loss = 5.45 (26.2 examples/sec; 1.221 sec/batch)
2019-07-25 15:46:04.678353: step 820, loss = 5.58 (25.9 examples/sec; 1.234 sec/batch)
2019-07-25 15:46:10.826157: step 825, loss = 5.56 (25.7 examples/sec; 1.245 sec/batch)
2019-07-25 15:46:16.976188: step 830, loss = 5.57 (25.9 examples/sec; 1.235 sec/batch)
2019-07-25 15:46:23.091343: step 835, loss = 5.43 (25.9 examples/sec; 1.237 sec/batch)
2019-07-25 15:46:29.211703: step 840, loss = 5.51 (26.0 examples/sec; 1.230 sec/batch)
2019-07-25 15:46:35.367754: step 845, loss = 5.49 (26.0 examples/sec; 1.230 sec/batch)
2019-07-25 15:46:41.509548: step 850, loss = 5.47 (25.8 examples/sec; 1.239 sec/batch)
2019-07-25 15:46:47.669143: step 855, loss = 5.48 (25.9 examples/sec; 1.233 sec/batch)
2019-07-25 15:46:53.791020: step 860, loss = 5.49 (25.8 examples/sec; 1.238 sec/batch)
2019-07-25 15:46:59.951469: step 865, loss = 5.58 (25.9 examples/sec; 1.234 sec/batch)
2019-07-25 15:47:06.104696: step 870, loss = 5.59 (26.3 examples/sec; 1.219 sec/batch)
2019-07-25 15:47:12.276692: step 875, loss = 5.65 (26.0 examples/sec; 1.231 sec/batch)
2019-07-25 15:47:18.412359: step 880, loss = 5.68 (25.9 examples/sec; 1.234 sec/batch)
2019-07-25 15:47:24.578092: step 885, loss = 5.71 (26.2 examples/sec; 1.223 sec/batch)
2019-07-25 15:47:30.725479: step 890, loss = 5.42 (25.8 examples/sec; 1.241 sec/batch)
2019-07-25 15:47:36.872308: step 895, loss = 5.81 (26.0 examples/sec; 1.232 sec/batch)
2019-07-25 15:47:43.028144: step 900, loss = 5.32 (25.9 examples/sec; 1.234 sec/batch)
2019-07-25 15:47:51.274132: step 905, loss = 5.46 (26.0 examples/sec; 1.229 sec/batch)
2019-07-25 15:47:59.264783: step 910, loss = 5.72 (25.9 examples/sec; 1.237 sec/batch)
2019-07-25 15:48:05.365751: step 915, loss = 5.63 (26.2 examples/sec; 1.223 sec/batch)
2019-07-25 15:48:11.530318: step 920, loss = 5.43 (26.0 examples/sec; 1.233 sec/batch)
2019-07-25 15:48:17.665572: step 925, loss = 5.43 (25.9 examples/sec; 1.234 sec/batch)
2019-07-25 15:48:23.823073: step 930, loss = 5.56 (26.0 examples/sec; 1.232 sec/batch)
2019-07-25 15:48:30.001769: step 935, loss = 5.46 (26.0 examples/sec; 1.232 sec/batch)
2019-07-25 15:48:36.160373: step 940, loss = 5.64 (26.1 examples/sec; 1.227 sec/batch)
2019-07-25 15:48:42.324196: step 945, loss = 5.37 (26.0 examples/sec; 1.230 sec/batch)
2019-07-25 15:48:48.536567: step 950, loss = 5.44 (25.9 examples/sec; 1.236 sec/batch)
2019-07-25 15:48:54.702081: step 955, loss = 5.37 (25.9 examples/sec; 1.237 sec/batch)
2019-07-25 15:49:00.861230: step 960, loss = 5.62 (26.0 examples/sec; 1.232 sec/batch)
2019-07-25 15:49:06.992223: step 965, loss = 5.60 (26.2 examples/sec; 1.222 sec/batch)
2019-07-25 15:49:13.137796: step 970, loss = 5.57 (26.0 examples/sec; 1.229 sec/batch)
2019-07-25 15:49:19.286884: step 975, loss = 5.44 (25.7 examples/sec; 1.245 sec/batch)
2019-07-25 15:49:25.363725: step 980, loss = 5.45 (26.4 examples/sec; 1.210 sec/batch)
2019-07-25 15:49:31.471076: step 985, loss = 5.38 (25.9 examples/sec; 1.234 sec/batch)
2019-07-25 15:49:37.613136: step 990, loss = 5.37 (26.1 examples/sec; 1.225 sec/batch)
2019-07-25 15:49:43.762325: step 995, loss = 5.28 (26.3 examples/sec; 1.217 sec/batch)
2019-07-25 15:49:49.942423: step 1000, loss = 5.63 (25.8 examples/sec; 1.240 sec/batch)
2019-07-25 15:49:58.430373: step 1005, loss = 5.62 (26.0 examples/sec; 1.232 sec/batch)
2019-07-25 15:50:05.766035: step 1010, loss = 5.25 (13.2 examples/sec; 2.421 sec/batch)
